Path,Category,FieldID,Field,Field_zh,Notes_zh,Participants,Items,Stability,ValueType,Units,ItemType,Strata,Sexed,Instances,Array,Coding,Notes,Link,Data
Assessment centre > Procedural metrics > Process authorisation,127.0,21725,Touchscreen cognitive authorisation,触屏认知测试授权人,标记该环节已正确完成的UK Biobank工作人员（原始用户名已被伪随机整数替代）,75532.0,84711.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (2),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21725,"84,711 items of data are available, covering 75,532 participants, encoded using Data-Coding 123.Defined-instances run from 2 to 3, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process authorisation,127.0,21731,Verbal interview authorisation,口头访谈授权人,标记该环节已正确完成的UK Biobank工作人员（原始用户名已被伪随机整数替代）,501318.0,610254.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (4),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21731,"610,254 items of data are available, covering 501,318 participants, encoded using Data-Coding 123.Defined-instances run from 0 to 3, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process authorisation,127.0,21732,Pilot Spirometry authorisation,肺功能测试授权人（试点）,标记该环节已正确完成的UK Biobank工作人员（原始用户名已被伪随机整数替代）,3732.0,3732.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (1),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21732,"3,732 items of data are available, covering 3,732 participants, encoded using Data-Coding 123.Defined-instances run from 0 to 0, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process authorisation,127.0,21733,Measurement/Impedance authorisation (pilot),人体测量/阻抗测试授权人（试点）,标记该环节已正确完成的UK Biobank工作人员（原始用户名已被伪随机整数替代）,3742.0,3742.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (1),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21733,"3,742 items of data are available, covering 3,742 participants, encoded using Data-Coding 123.Defined-instances run from 0 to 0, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process authorisation,127.0,21734,Biometrics authorisation,生物特征测量授权人,记录完成该阶段正确操作的英国生物银行工作人员。原始工作人员用户名已被替换为任意整数进行匿名化处理。,497969.0,618479.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (4),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21734,"618,479 items of data are available, covering 497,969 participants, encoded using Data-Coding 123.Defined-instances run from 0 to 3, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process authorisation,127.0,21736,Eye measures authorisation,眼部测量授权人,记录完成该阶段正确操作的英国生物银行工作人员。原始工作人员用户名已被替换为任意整数进行匿名化处理。,143305.0,149342.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (4),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21736,"149,342 items of data are available, covering 143,305 participants, encoded using Data-Coding 123.Defined-instances run from 0 to 3, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process authorisation,127.0,21738,ECG during exercise authorisation,运动心电图授权人,记录完成该阶段正确操作的英国生物银行工作人员。原始工作人员用户名已被替换为任意整数进行匿名化处理。,96485.0,99456.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (2),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21738,"99,456 items of data are available, covering 96,485 participants, encoded using Data-Coding 123.Defined-instances run from 0 to 1, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process authorisation,127.0,21741,Urine collection authorisation,尿液采集授权人,记录完成该阶段正确操作的英国生物银行工作人员。原始工作人员用户名已被替换为任意整数进行匿名化处理。,3707.0,3707.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (1),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21741,"3,707 items of data are available, covering 3,707 participants, encoded using Data-Coding 123.Defined-instances run from 0 to 0, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process authorisation,127.0,21742,Sample collection authorisation,样本采集授权人,记录完成该阶段正确操作的英国生物银行工作人员。原始工作人员用户名已被替换为任意整数进行匿名化处理。,500997.0,623545.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (4),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21742,"623,545 items of data are available, covering 500,997 participants, encoded using Data-Coding 123.Defined-instances run from 0 to 3, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process authorisation,127.0,21751,Conclusion authorisation,终检授权人,记录完成该阶段正确操作的英国生物银行工作人员。原始工作人员用户名已被替换为任意整数进行匿名化处理。,501506.0,625104.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (4),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21751,"625,104 items of data are available, covering 501,506 participants, encoded using Data-Coding 123.Defined-instances run from 0 to 3, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process authorisation,127.0,21761,Imaging screening authorisation,影像筛查授权人,记录完成该阶段正确操作的英国生物银行工作人员。原始工作人员用户名已被替换为任意整数进行匿名化处理。,90639.0,103366.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (2),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21761,"103,366 items of data are available, covering 90,639 participants, encoded using Data-Coding 123.Defined-instances run from 2 to 3, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process authorisation,127.0,21762,Brain MRI authorisation,脑部核磁共振授权人,记录完成该阶段正确操作的英国生物银行工作人员。原始工作人员用户名已被替换为任意整数进行匿名化处理。,89494.0,102035.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (2),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21762,"102,035 items of data are available, covering 89,494 participants, encoded using Data-Coding 123.Defined-instances run from 2 to 3, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process authorisation,127.0,21763,Chest MRI authorisation,胸部核磁共振授权人,记录完成该阶段正确操作的英国生物银行工作人员。原始工作人员用户名已被替换为任意整数进行匿名化处理。,89567.0,102134.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (2),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21763,"102,134 items of data are available, covering 89,567 participants, encoded using Data-Coding 123.Defined-instances run from 2 to 3, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process authorisation,127.0,21764,DXA assessment authorisation,双能X线吸收测定(DXA)授权人,记录完成该阶段正确操作的英国生物银行工作人员。原始工作人员用户名已被替换为任意整数进行匿名化处理。,90481.0,103072.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (2),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21764,"103,072 items of data are available, covering 90,481 participants, encoded using Data-Coding 123.Defined-instances run from 2 to 3, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process authorisation,127.0,21765,Carotid ultrasound authorisation,颈动脉超声授权人,记录完成该阶段正确操作的英国生物银行工作人员。原始工作人员用户名已被替换为任意整数进行匿名化处理。,90533.0,103114.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (2),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21765,"103,114 items of data are available, covering 90,533 participants, encoded using Data-Coding 123.Defined-instances run from 2 to 3, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process authorisation,127.0,21766,ECG at rest authorisation,静息心电图授权人,记录完成该阶段正确操作的英国生物银行工作人员。原始工作人员用户名已被替换为任意整数进行匿名化处理。,90449.0,102867.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (2),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21766,"102,867 items of data are available, covering 90,449 participants, encoded using Data-Coding 123.Defined-instances run from 2 to 3, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process authorisation,127.0,21771,Cardiac monitor authorisation,心脏监测授权人,记录完成该阶段正确操作的英国生物银行工作人员。原始工作人员用户名已被替换为任意整数进行匿名化处理。,53859.0,59126.0,Accruing,Categorical single,,Data,Auxiliary,Both sexes,Defined (2),No,123.0,This indicates which UK Biobank staff member signed off a stage as having been completed correctly. The original staff usernames have been pseudonyised by replacing them with arbitrary integers.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21771,"59,126 items of data are available, covering 53,859 participants, encoded using Data-Coding 123.Defined-instances run from 2 to 3, labelled using Instancing 2."
Assessment centre > Procedural metrics > Process completion times,129.0,21811,Reception sign-off timestamp,接待处签核时间戳,英国生物银行工作人员确认该阶段正确完成的时间记录。,502051.0,625787.0,Accruing,Time,,Data,Auxiliary,Both sexes,Defined (4),No,,Time when a UK Biobank staff member signed off a stage as having been completed correctly.,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=21811,"625,787 items of data are available, covering 502,051 participants.Defined-instances run from 0 to 3, labelled using Instancing 2."
